order_id,date,time,item_id,price
000033,2019-01-01,12:54:08,15,8.25
000034,2019-01-01,13:21:21,09,8.25
000035,2019-01-01,13:32:04,17,8.75
000035,2019-01-01,13:32:04,31,13.75
000035,2019-01-01,13:32:04,04,17
000035,2019-01-01,13:32:04,15,12.25
000036,2019-01-01,13:54:09,08,13
000036,2019-01-01,13:54:09,02,12.25
000037,2019-01-01,13:56:09,03,16.5
000037,2019-01-01,13:56:09,06,17
000038,2019-01-01,14:03:00,13,16.75
000038,2019-01-01,14:03:00,01,6.75
000039,2019-01-01,14:07:23,06,17
000040,2019-01-01,14:14:36,16,9
000040,2019-01-01,14:14:36,22,14.2
000041,2019-01-01,14:15:20,15,8.25
000041,2019-01-01,14:15:20,22,11
000042,2019-01-01,14:28:09,20,8.25
000042,2019-01-01,14:28:09,05,14.75
000042,2019-01-01,14:28:09,28,12.75
000042,2019-01-01,14:28:09,03,16.5
000043,2019-01-01,14:38:34,06,12.75
000043,2019-01-01,14:38:34,28,17
000043,2019-01-01,14:38:34,30,13
000044,2019-01-01,14:54:20,11,8.75
000045,2019-01-01,14:55:48,22,14.2
000045,2019-01-01,14:55:48,01,6.75
000045,2019-01-01,14:55:48,04,13
000046,2019-01-01,15:25:51,04,13
000046,2019-01-01,15:25:51,19,17
000046,2019-01-01,15:25:51,02,16.75
000047,2019-01-01,15:26:34,14,8.25
000047,2019-01-01,15:26:34,16,17
000048,2019-01-01,15:26:42,07,17
000048,2019-01-01,15:26:42,12,17
000048,2019-01-01,15:26:42,15,8.25
000048,2019-01-01,15:26:42,19,13
000049,2019-01-01,15:33:00,29,16.5
000050,2019-01-01,15:41:01,09,21.75
000051,2019-01-01,15:48:28,08,17
000051,2019-01-01,15:48:28,31,13.75
000052,2019-01-01,15:53:02,12,17
000052,2019-01-01,15:53:02,03,16.5
000052,2019-01-01,15:53:02,01,12.75
000053,2019-01-01,15:54:17,31,7.25
000053,2019-01-01,15:54:17,10,12.75
000054,2019-01-01,16:01:45,07,12.75
000054,2019-01-01,16:01:45,04,17
000055,2019-01-01,16:03:19,28,8.75
000055,2019-01-01,16:03:19,12,17
000056,2019-01-01,16:07:00,16,13
000056,2019-01-01,16:07:00,02,12.25
000056,2019-01-01,16:07:00,24,16.5
000057,2019-01-01,16:10:51,02,12.25
000058,2019-01-01,16:30:40,05,14.75
000058,2019-01-01,16:30:40,17,8.75
000059,2019-01-01,16:40:08,31,7.25
000059,2019-01-01,16:40:08,17,11.5
000059,2019-01-01,16:40:08,26,9
000060,2019-01-01,17:05:16,19,17
000060,2019-01-01,17:05:16,22,11
000061,2019-01-01,17:08:43,06,17
000061,2019-01-01,17:08:43,08,13
000062,2019-01-01,17:50:16,10,12.75
000062,2019-01-01,17:50:16,08,13
000063,2019-01-01,17:51:42,31,10.75
000064,2019-01-01,17:52:08,20,8.25
000065,2019-01-01,18:16:00,10,12.75
000065,2019-01-01,18:16:00,31,7.25
000065,2019-01-01,18:16:00,29,8.5
000065,2019-01-01,18:16:00,12,8.75
000066,2019-01-01,18:47:55,02,12.25
000066,2019-01-01,18:47:55,13,12.25
000067,2019-01-01,19:03:40,16,17
000068,2019-01-01,19:07:32,06,17
000068,2019-01-01,19:07:32,02,12.25
000068,2019-01-01,19:07:32,06,12.75
000069,2019-01-01,19:12:13,08,17
000070,2019-01-02,08:38:51,21,17
000070,2019-01-02,08:38:51,26,9
000071,2019-01-02,08:40:50,04,17
000072,2019-01-02,08:57:25,25,16.5
000073,2019-01-02,08:58:56,04,9
000074,2019-01-02,09:01:12,03,16.5
000074,2019-01-02,09:01:12,11,8.75
000074,2019-01-02,09:01:12,10,17
000074,2019-01-02,09:01:12,05,14.75
000075,2019-01-02,09:10:15,23,16.75
000075,2019-01-02,09:10:15,06,8.75
000075,2019-01-02,09:10:15,24,16.5
000076,2019-01-02,09:21:17,01,12.75
000076,2019-01-02,09:21:17,26,17.25
000076,2019-01-02,09:21:17,12,17
000076,2019-01-02,09:21:17,20,8.25
000077,2019-01-02,09:22:46,01,9.5
000077,2019-01-02,09:22:46,08,13
000078,2019-01-02,09:28:14,02,8.25
000078,2019-01-02,09:28:14,12,17
000078,2019-01-02,09:28:14,12,17
000078,2019-01-02,09:28:14,04,9
000078,2019-01-02,09:28:14,22,14.2
000078,2019-01-02,09:28:14,13,12.25
000078,2019-01-02,09:28:14,12,17
000078,2019-01-02,09:28:14,20,8.25
000079,2019-01-02,09:29:11,13,16.75
000079,2019-01-02,09:29:11,04,17
000079,2019-01-02,09:29:11,31,7.25
000080,2019-01-02,09:35:38,17,6
000080,2019-01-02,09:35:38,04,13
000081,2019-01-02,09:40:01,04,17
000082,2019-01-02,09:45:51,12,17
000082,2019-01-02,09:45:51,20,8.25
000082,2019-01-02,09:45:51,18,13
000082,2019-01-02,09:45:51,14,12.25
000083,2019-01-02,09:53:27,16,9
000084,2019-01-02,10:13:41,17,11.5
000085,2019-01-02,10:34:49,02,8.25
000085,2019-01-02,10:34:49,02,12.25
000085,2019-01-02,10:34:49,06,17
000085,2019-01-02,10:34:49,09,12.25
000086,2019-01-02,10:40:31,01,12.75
000087,2019-01-02,11:01:02,03,12.25
000087,2019-01-02,11:01:02,13,12.25
000087,2019-01-02,11:01:02,10,8.75
000087,2019-01-02,11:01:02,10,17
000088,2019-01-02,11:10:08,05,14.75
000089,2019-01-02,11:30:19,04,17
000089,2019-01-02,11:30:19,21,17
000090,2019-01-02,12:08:48,04,9
000090,2019-01-02,12:08:48,29,16.5
000091,2019-01-02,12:14:43,08,17
000091,2019-01-02,12:14:43,17,6
000091,2019-01-02,12:14:43,08,17
000091,2019-01-02,12:14:43,19,9
000092,2019-01-02,12:17:02,25,8.25
000092,2019-01-02,12:17:02,06,12.75
000092,2019-01-02,12:17:02,28,12.75
000092,2019-01-02,12:17:02,08,13
000092,2019-01-02,12:17:02,10,8.75
000092,2019-01-02,12:17:02,09,12.25
000092,2019-01-02,12:17:02,06,17
000092,2019-01-02,12:17:02,17,8.75
000092,2019-01-02,12:17:02,26,9
000092,2019-01-02,12:17:02,09,12.25
000093,2019-01-02,12:29:31,29,12.5
000094,2019-01-02,13:17:16,13,12.25
000094,2019-01-02,13:17:16,16,9
000095,2019-01-02,13:18:04,28,17
000095,2019-01-02,13:18:04,23,8.25
000096,2019-01-02,13:21:20,23,8.25
000097,2019-01-02,13:45:33,20,8.25
000098,2019-01-02,14:18:18,23,16.75
000098,2019-01-02,14:18:18,02,16.75
000099,2019-01-02,14:45:42,06,17
000100,2019-01-02,14:46:17,01,12.75
000101,2019-01-02,14:51:33,21,17
000101,2019-01-02,14:51:33,18,17
000101,2019-01-02,14:51:33,17,11.5
000101,2019-01-02,14:51:33,12,12.75
000102,2019-01-02,14:54:04,07,8.75
000102,2019-01-02,14:54:04,08,9
000103,2019-01-02,15:02:09,10,8.75
000104,2019-01-02,15:02:12,14,16.5
000104,2019-01-02,15:02:12,08,13
000104,2019-01-02,15:02:12,26,13
000104,2019-01-02,15:02:12,30,13
000105,2019-01-02,15:12:01,01,6.75
000105,2019-01-02,15:12:01,01,6.75
000105,2019-01-02,15:12:01,07,12.75
000105,2019-01-02,15:12:01,17,11.5
000106,2019-01-02,15:12:13,12,17
000106,2019-01-02,15:12:13,03,16.5
000107,2019-01-02,15:25:09,06,12.75
000107,2019-01-02,15:25:09,18,17
000107,2019-01-02,15:25:09,14,16.5
000107,2019-01-02,15:25:09,12,17
000108,2019-01-02,15:25:25,01,12.75
000108,2019-01-02,15:25:25,02,16.75
000108,2019-01-02,15:25:25,10,17
000109,2019-01-02,15:27:50,07,17
000109,2019-01-02,15:27:50,17,8.75
000109,2019-01-02,15:27:50,13,16.75
000109,2019-01-02,15:27:50,06,17
000110,2019-01-02,15:36:19,21,17
000110,2019-01-02,15:36:19,23,16.75
000110,2019-01-02,15:36:19,20,8.25
000110,2019-01-02,15:36:19,12,8.75
000111,2019-01-02,15:38:01,18,13
000111,2019-01-02,15:38:01,11,17
000111,2019-01-02,15:38:01,17,8.75
000111,2019-01-02,15:38:01,05,14.75
000112,2019-01-02,15:41:40,17,6
000113,2019-01-02,15:50:21,18,17
000113,2019-01-02,15:50:21,16,13
000113,2019-01-02,15:50:21,03,16.5
000114,2019-01-02,15:59:32,17,11.5
000114,2019-01-02,15:59:32,29,8.5
000115,2019-01-02,16:05:17,04,13
000115,2019-01-02,16:05:17,20,8.25
000115,2019-01-02,16:05:17,23,16.75
000116,2019-01-02,16:18:49,05,14.75
000117,2019-01-02,16:23:02,28,12.75
000117,2019-01-02,16:23:02,29,16.5
000118,2019-01-02,16:26:59,07,17
000118,2019-01-02,16:26:59,25,8.25
000119,2019-01-02,16:32:29,22,11
000120,2019-01-02,16:35:07,25,16.5
000120,2019-01-02,16:35:07,01,6.75
000120,2019-01-02,16:35:07,02,8.25
000121,2019-01-02,16:38:48,29,16.5
000121,2019-01-02,16:38:48,08,13
000121,2019-01-02,16:38:48,16,17
000121,2019-01-02,16:38:48,22,14.2
000122,2019-01-02,16:50:19,06,12.75
000123,2019-01-02,17:12:09,13,8.25
000124,2019-01-02,17:12:34,08,9
000124,2019-01-02,17:12:34,09,8.25
000124,2019-01-02,17:12:34,29,16.5
000124,2019-01-02,17:12:34,12,17
000125,2019-01-02,17:31:06,09,21.75
000126,2019-01-02,17:53:42,14,16.5
000127,2019-01-02,17:58:23,17,8.75
000128,2019-01-02,18:05:06,12,8.75
000129,2019-01-02,18:13:02,20,8.25
000129,2019-01-02,18:13:02,09,12.25
000130,2019-01-02,18:14:55,03,12.25
000130,2019-01-02,18:14:55,16,9
000130,2019-01-02,18:14:55,13,16.75
000130,2019-01-02,18:14:55,01,6.75
000131,2019-01-02,18:33:10,10,8.75
000131,2019-01-02,18:33:10,05,14.75
000131,2019-01-02,18:33:10,15,8.25
000131,2019-01-02,18:33:10,19,17
000132,2019-01-02,18:42:45,17,6
000133,2019-01-02,19:00:17,08,17
000133,2019-01-02,19:00:17,01,12.75
000133,2019-01-02,19:00:17,09,8.25
000134,2019-01-02,19:13:24,16,17
000134,2019-01-02,19:13:24,10,8.75
000134,2019-01-02,19:13:24,20,8.25
000135,2019-01-02,19:29:34,14,16.5
000136,2019-01-02,19:32:49,28,8.75
000136,2019-01-02,19:32:49,05,14.75
000137,2019-01-03,08:34:10,24,16.5
000137,2019-01-03,08:34:10,12,12.75
000137,2019-01-03,08:34:10,17,6
000138,2019-01-03,08:44:50,26,17.25
000138,2019-01-03,08:44:50,29,12.5
000138,2019-01-03,08:44:50,22,14.2
000138,2019-01-03,08:44:50,18,13
000139,2019-01-03,08:57:39,05,14.75
000140,2019-01-03,09:26:44,14,12.25
000140,2019-01-03,09:26:44,07,8.75
000141,2019-01-03,10:16:01,02,12.25
000142,2019-01-03,10:33:59,15,12.25
000143,2019-01-03,10:41:36,17,11.5
000143,2019-01-03,10:41:36,03,12.25
000143,2019-01-03,10:41:36,02,8.25
000143,2019-01-03,10:41:36,04,17
000143,2019-01-03,10:41:36,18,9
000143,2019-01-03,10:41:36,07,8.75
000143,2019-01-03,10:41:36,14,12.25
000143,2019-01-03,10:41:36,01,12.75
000144,2019-01-03,10:44:28,05,14.75
000144,2019-01-03,10:44:28,14,16.5
000144,2019-01-03,10:44:28,16,9
000144,2019-01-03,10:44:28,04,13
000144,2019-01-03,10:44:28,08,13
000144,2019-01-03,10:44:28,22,14.2
000144,2019-01-03,10:44:28,08,13
000144,2019-01-03,10:44:28,08,13
000144,2019-01-03,10:44:28,20,8.25
000144,2019-01-03,10:44:28,12,17
000144,2019-01-03,10:44:28,18,17
000144,2019-01-03,10:44:28,31,7.25
000144,2019-01-03,10:44:28,16,17
000144,2019-01-03,10:44:28,19,13
000145,2019-01-03,10:53:48,09,8.25
000146,2019-01-03,11:22:10,18,17
000146,2019-01-03,11:22:10,22,11
000146,2019-01-03,11:22:10,01,9.5
000147,2019-01-03,11:32:51,09,21.75
000148,2019-01-03,11:40:42,24,8.25
000149,2019-01-03,11:48:45,25,12.25
000150,2019-01-03,11:49:58,17,8.75
000151,2019-01-03,12:09:34,10,8.75
000151,2019-01-03,12:09:34,16,17
000152,2019-01-03,12:09:42,09,12.25
000152,2019-01-03,12:09:42,04,9
000152,2019-01-03,12:09:42,25,16.5
000152,2019-01-03,12:09:42,01,6.75
000153,2019-01-03,12:16:34,03,12.25
000154,2019-01-03,12:22:43,07,8.75
000155,2019-01-03,12:28:59,17,11.5
000155,2019-01-03,12:28:59,19,9
000155,2019-01-03,12:28:59,23,16.75
000155,2019-01-03,12:28:59,28,17
000156,2019-01-03,12:42:19,04,17
000156,2019-01-03,12:42:19,23,12.25
000157,2019-01-03,12:43:03,29,12.5
000157,2019-01-03,12:43:03,11,12.75
000157,2019-01-03,12:43:03,24,12.25
000157,2019-01-03,12:43:03,06,17
000158,2019-01-03,12:54:30,04,13
000158,2019-01-03,12:54:30,26,13
000159,2019-01-03,12:59:22,04,13
000159,2019-01-03,12:59:22,22,14.2
000160,2019-01-03,13:35:33,02,12.25
000161,2019-01-03,13:43:46,01,6.75
000161,2019-01-03,13:43:46,09,21.75
000161,2019-01-03,13:43:46,12,12.75
000162,2019-01-03,13:51:22,20,8.25
000163,2019-01-03,13:54:54,09,12.25
000163,2019-01-03,13:54:54,01,9.5
000163,2019-01-03,13:54:54,17,11.5
000164,2019-01-03,13:56:33,17,8.75
000164,2019-01-03,13:56:33,18,17
000165,2019-01-03,13:57:37,07,12.75
000166,2019-01-03,13:58:51,07,8.75
000167,2019-01-03,14:00:49,08,17
000167,2019-01-03,14:00:49,17,8.75
000167,2019-01-03,14:00:49,06,12.75
000168,2019-01-03,14:02:27,14,12.25
000168,2019-01-03,14:02:27,20,8.25
000169,2019-01-03,14:15:48,29,12.5
000169,2019-01-03,14:15:48,22,14.2
000169,2019-01-03,14:15:48,13,8.25
000170,2019-01-03,14:21:31,01,12.75
000171,2019-01-03,14:23:03,23,12.25
000172,2019-01-03,14:29:24,04,17
000172,2019-01-03,14:29:24,10,12.75
000172,2019-01-03,14:29:24,23,8.25
000173,2019-01-03,14:35:30,18,13
000173,2019-01-03,14:35:30,02,12.25
000173,2019-01-03,14:35:30,14,16.5
000174,2019-01-03,14:37:49,20,8.25
000174,2019-01-03,14:37:49,18,13
000174,2019-01-03,14:37:49,13,12.25
000174,2019-01-03,14:37:49,18,17
000175,2019-01-03,14:50:51,06,17
000176,2019-01-03,14:51:57,18,17
000176,2019-01-03,14:51:57,28,12.75
000177,2019-01-03,14:54:36,04,17
000177,2019-01-03,14:54:36,23,8.25
000178,2019-01-03,15:15:03,28,17
000179,2019-01-03,15:20:14,29,12.5
000179,2019-01-03,15:20:14,14,8.25
000179,2019-01-03,15:20:14,01,12.75
000180,2019-01-03,15:33:34,07,17
000180,2019-01-03,15:33:34,02,16.75
000181,2019-01-03,15:49:32,03,16.5
000182,2019-01-03,15:50:10,28,17
000182,2019-01-03,15:50:10,32,19.9
000183,2019-01-03,15:54:55,11,8.75
000183,2019-01-03,15:54:55,11,17
000183,2019-01-03,15:54:55,23,12.25
000184,2019-01-03,15:59:05,01,12.75
000185,2019-01-03,16:08:33,29,12.5
000185,2019-01-03,16:08:33,11,8.75
000186,2019-01-03,16:36:00,11,17
000186,2019-01-03,16:36:00,16,17
000186,2019-01-03,16:36:00,03,16.5
000186,2019-01-03,16:36:00,04,17
000187,2019-01-03,16:37:12,05,14.75
000187,2019-01-03,16:37:12,11,17
000188,2019-01-03,17:08:39,28,17
000188,2019-01-03,17:08:39,05,14.75
000188,2019-01-03,17:08:39,17,6
000189,2019-01-03,17:12:14,04,9
000189,2019-01-03,17:12:14,20,8.25
000189,2019-01-03,17:12:14,20,8.25
000190,2019-01-03,17:14:23,31,7.25
000190,2019-01-03,17:14:23,07,17
000190,2019-01-03,17:14:23,22,11
000190,2019-01-03,17:14:23,08,17
000191,2019-01-03,17:24:50,18,17
000191,2019-01-03,17:24:50,30,13
000192,2019-01-03,17:30:08,16,17
000192,2019-01-03,17:30:08,29,8.5
000193,2019-01-03,17:55:47,20,8.25
000193,2019-01-03,17:55:47,18,13
000193,2019-01-03,17:55:47,30,17
000193,2019-01-03,17:55:47,30,17
000194,2019-01-03,18:21:24,08,9
000195,2019-01-03,18:25:20,08,17
000196,2019-01-03,18:40:14,14,12.25
000196,2019-01-03,18:40:14,29,8.5
000196,2019-01-03,18:40:14,12,12.75
000197,2019-01-03,18:47:48,13,16.75
000197,2019-01-03,18:47:48,21,17
000197,2019-01-03,18:47:48,22,14.2
000197,2019-01-03,18:47:48,26,17.25
000198,2019-01-03,18:55:42,20,8.25
000198,2019-01-03,18:55:42,30,17
000199,2019-01-03,19:10:38,30,13
000200,2019-01-03,19:24:05,09,21.75
000201,2019-01-03,19:29:59,09,21.75
000201,2019-01-03,19:29:59,06,17
000201,2019-01-03,19:29:59,19,17
000201,2019-01-03,19:29:59,27,12.5
000202,2019-01-03,19:50:29,18,9
000203,2019-01-04,08:30:48,09,8.25
000203,2019-01-04,08:30:48,18,17
000203,2019-01-04,08:30:48,26,13
000203,2019-01-04,08:30:48,31,13.75
000204,2019-01-04,08:36:25,12,17
000205,2019-01-04,08:43:54,18,9
000205,2019-01-04,08:43:54,30,13
000205,2019-01-04,08:43:54,07,8.75
000206,2019-01-04,08:45:10,23,12.25
000206,2019-01-04,08:45:10,17,6
000206,2019-01-04,08:45:10,12,17
000207,2019-01-04,09:03:58,12,17
000208,2019-01-04,09:12:05,08,17
000208,2019-01-04,09:12:05,17,8.75
000208,2019-01-04,09:12:05,09,12.25
000208,2019-01-04,09:12:05,08,9
000208,2019-01-04,09:12:05,30,13
000209,2019-01-04,09:29:17,18,17
000210,2019-01-04,09:34:13,25,8.25
000211,2019-01-04,09:54:20,17,6
000212,2019-01-04,10:16:03,13,16.75
000213,2019-01-04,10:20:39,22,14.2
000214,2019-01-04,10:39:16,03,8.25
000214,2019-01-04,10:39:16,11,12.75
000214,2019-01-04,10:39:16,13,16.75
000214,2019-01-04,10:39:16,06,12.75
000215,2019-01-04,10:44:49,15,8.25
000216,2019-01-04,11:31:56,05,14.75
000216,2019-01-04,11:31:56,01,12.75
000216,2019-01-04,11:31:56,08,13
000217,2019-01-04,11:35:03,25,8.25
000217,2019-01-04,11:35:03,02,12.25
000218,2019-01-04,11:35:11,12,12.75
000219,2019-01-04,11:42:01,28,12.75
000219,2019-01-04,11:42:01,05,14.75
000219,2019-01-04,11:42:01,08,17
000219,2019-01-04,11:42:01,25,12.25
000220,2019-01-04,12:31:59,01,6.75
000220,2019-01-04,12:31:59,23,16.75
000220,2019-01-04,12:31:59,13,8.25
000220,2019-01-04,12:31:59,12,17
000221,2019-01-04,12:33:18,05,14.75
000221,2019-01-04,12:33:18,07,12.75
000221,2019-01-04,12:33:18,09,8.25
000222,2019-01-04,12:46:38,22,14.2
000222,2019-01-04,12:46:38,29,8.5
000223,2019-01-04,13:08:20,31,7.25
000224,2019-01-04,13:39:58,04,17
000224,2019-01-04,13:39:58,23,12.25
000224,2019-01-04,13:39:58,06,12.75
000224,2019-01-04,13:39:58,30,9
000225,2019-01-04,13:41:48,08,17
000225,2019-01-04,13:41:48,08,13
000225,2019-01-04,13:41:48,16,9
000226,2019-01-04,13:59:39,02,16.75
000227,2019-01-04,14:24:39,09,12.25
000227,2019-01-04,14:24:39,08,13
000228,2019-01-04,14:31:24,26,9
000229,2019-01-04,14:37:57,26,17.25
000229,2019-01-04,14:37:57,07,17
000229,2019-01-04,14:37:57,11,8.75
000230,2019-01-04,14:58:38,04,13
000231,2019-01-04,15:04:18,18,17
000231,2019-01-04,15:04:18,07,8.75
000231,2019-01-04,15:04:18,23,8.25
000232,2019-01-04,15:21:59,08,13
000232,2019-01-04,15:21:59,10,17
000233,2019-01-04,15:26:51,25,8.25
000234,2019-01-04,15:36:09,23,12.25
000234,2019-01-04,15:36:09,06,8.75
000234,2019-01-04,15:36:09,30,13
000235,2019-01-04,15:51:30,18,13
000236,2019-01-04,16:21:04,15,12.25
000236,2019-01-04,16:21:04,02,16.75
000237,2019-01-04,16:27:48,15,8.25
000238,2019-01-04,16:45:15,11,17
000239,2019-01-04,16:57:52,04,13
000239,2019-01-04,16:57:52,06,17
000240,2019-01-04,17:10:24,22,11
000241,2019-01-04,17:11:25,10,17
000241,2019-01-04,17:11:25,29,12.5
000242,2019-01-04,17:15:29,14,12.25
000242,2019-01-04,17:15:29,04,17
000242,2019-01-04,17:15:29,27,12.5
000243,2019-01-04,17:26:17,02,16.75
000243,2019-01-04,17:26:17,10,8.75
000244,2019-01-04,17:26:22,12,17
000244,2019-01-04,17:26:22,06,8.75
000245,2019-01-04,17:28:41,08,17
000245,2019-01-04,17:28:41,19,17
000246,2019-01-04,17:30:48,17,11.5
000246,2019-01-04,17:30:48,30,13
000247,2019-01-04,17:55:29,10,8.75
000247,2019-01-04,17:55:29,01,9.5
000247,2019-01-04,17:55:29,29,12.5
000248,2019-01-04,17:58:19,04,17
000248,2019-01-04,17:58:19,01,6.75
000249,2019-01-04,18:06:16,27,8.5
000249,2019-01-04,18:06:16,08,17
000250,2019-01-04,18:07:05,22,11
000251,2019-01-04,18:10:05,03,12.25
000252,2019-01-04,19:13:15,07,12.75
000253,2019-01-04,19:16:18,32,19.9
000254,2019-01-04,19:22:13,05,14.75
000254,2019-01-04,19:22:13,32,19.9
000254,2019-01-04,19:22:13,08,17
000255,2019-01-05,08:23:35,01,12.75
000255,2019-01-05,08:23:35,15,12.25
000255,2019-01-05,08:23:35,25,12.25
000255,2019-01-05,08:23:35,05,14.75
000256,2019-01-05,08:56:06,31,13.75
000257,2019-01-05,08:59:04,18,17
000257,2019-01-05,08:59:04,30,17
000258,2019-01-05,08:59:23,02,12.25
000259,2019-01-05,09:04:25,17,11.5
000260,2019-01-05,09:06:27,05,14.75
000260,2019-01-05,09:06:27,09,16.75
000261,2019-01-05,09:38:29,32,19.9
000262,2019-01-05,09:42:01,18,13
000263,2019-01-05,09:57:22,11,17
000264,2019-01-05,10:03:59,03,12.25
000265,2019-01-05,10:04:42,03,16.5
000265,2019-01-05,10:04:42,30,13
000265,2019-01-05,10:04:42,12,17
000265,2019-01-05,10:04:42,29,12.5
000266,2019-01-05,10:09:29,28,12.75
000267,2019-01-05,10:37:50,24,16.5
000267,2019-01-05,10:37:50,22,14.2
000267,2019-01-05,10:37:50,23,8.25
000268,2019-01-05,10:40:46,17,6
000268,2019-01-05,10:40:46,06,17
000269,2019-01-05,10:49:34,30,13
000270,2019-01-05,11:09:02,11,17
000270,2019-01-05,11:09:02,16,17
000270,2019-01-05,11:09:02,04,17
000271,2019-01-05,11:22:19,18,13
000271,2019-01-05,11:22:19,30,13
000271,2019-01-05,11:22:19,30,13
000271,2019-01-05,11:22:19,19,17
000271,2019-01-05,11:22:19,18,13
000271,2019-01-05,11:22:19,02,12.25
000271,2019-01-05,11:22:19,09,8.25
000271,2019-01-05,11:22:19,29,8.5
000271,2019-01-05,11:22:19,20,8.25
000271,2019-01-05,11:22:19,19,17
000271,2019-01-05,11:22:19,16,13
000271,2019-01-05,11:22:19,21,12.75
000271,2019-01-05,11:22:19,06,12.75
000272,2019-01-05,11:24:05,06,12.75
000273,2019-01-05,11:28:00,21,8.75
000274,2019-01-05,11:36:33,22,14.2
000274,2019-01-05,11:36:33,04,17
000275,2019-01-05,11:38:14,29,12.5
000275,2019-01-05,11:38:14,05,14.75
000275,2019-01-05,11:38:14,17,6
000275,2019-01-05,11:38:14,02,16.75
000276,2019-01-05,12:18:18,12,17
000276,2019-01-05,12:18:18,05,14.75
000277,2019-01-05,12:41:50,22,11
000278,2019-01-05,12:49:21,16,17
000278,2019-01-05,12:49:21,26,13
000279,2019-01-05,13:07:03,30,13
000279,2019-01-05,13:07:03,18,13
000280,2019-01-05,13:20:23,07,12.75
000280,2019-01-05,13:20:23,14,12.25
000281,2019-01-05,13:33:48,29,8.5
000282,2019-01-05,13:49:38,02,8.25
000282,2019-01-05,13:49:38,28,17
000282,2019-01-05,13:49:38,05,14.75
000282,2019-01-05,13:49:38,11,17
000283,2019-01-05,13:51:43,23,12.25
000284,2019-01-05,13:58:16,22,11
000284,2019-01-05,13:58:16,23,12.25
